date,transportation_distance,fuel_consumption,production_volume,energy_usage,warehouse_area,num_suppliers,vehicle_type,transportation_mode,product_category,region,carbon_emissions,year,month,day,day_of_week,quarter,is_weekend,week_of_year,month_sin,month_cos,day_of_week_sin,day_of_week_cos,carbon_emissions_lag_1,carbon_emissions_lag_3,carbon_emissions_lag_7,carbon_emissions_lag_30,carbon_emissions_rolling_mean_7,carbon_emissions_rolling_std_7,carbon_emissions_rolling_min_7,carbon_emissions_rolling_max_7,carbon_emissions_rolling_mean_14,carbon_emissions_rolling_std_14,carbon_emissions_rolling_min_14,carbon_emissions_rolling_max_14,carbon_emissions_rolling_mean_30,carbon_emissions_rolling_std_30,carbon_emissions_rolling_min_30,carbon_emissions_rolling_max_30,emission_intensity,fuel_efficiency,emission_per_unit
2023-02-12,130.9,193.4,664,1974.3,3910,34,electric_van,rail,consumer_goods,east,201.7,2023,2,12,6,1,1,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,644.5,333.8,278.0,1458.3,657.4410714285715,685.5875741347979,201.7,2180.0875,513.7991071428571,514.1295543586334,195.2,2180.0875,834.9783333333334,705.6122451959025,195.2,2180.0875,1.5291887793783168,0.6733539094650206,0.3033082706766917
2023-02-13,918.4,331.7,2861,2391.7,4996,13,electric_van,rail,consumer_goods,east,502.6,2023,2,13,0,1,0,7,0.8660254037844386,0.5000000000000001,0.0,1.0,201.7,2180.0875,448.3,1600.2,665.1982142857142,683.1296225990517,201.7,2180.0875,535.75625,505.9758268670532,201.7,2180.0875,798.3916666666667,692.9080201819513,195.2,2180.0875,0.5466608657820318,2.760444845205891,0.1756114605171209
2023-02-14,332.9,448.7,2568,1845.6,6129,13,electric_van,sea,textiles,west,299.1,2023,2,14,1,1,0,7,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,502.6,644.5,466.0,1340.3,641.3553571428572,694.0659297100151,201.7,2180.0875,539.8276785714286,503.65510955344496,201.7,2180.0875,763.6850000000001,690.9018382763364,195.2,2180.0875,0.8957771787960469,0.740271291972426,0.1164266251459712
2023-02-15,696.3,327.1,1605,955.7,8447,33,electric_van,road,electronics,north,489.1,2023,2,15,2,1,0,7,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,299.1,201.7,327.7,2007.5,664.4125000000001,684.5248566904526,201.7,2180.0875,558.60625,495.90354149769087,201.7,2180.0875,713.0716666666667,651.1127090456363,195.2,2180.0875,0.7014197619389073,2.1222188357208167,0.30454545454545456
2023-02-16,380.5,154.8,3702,531.8,9129,28,diesel_truck,air,machinery,west,1702.7,2023,2,16,3,1,0,7,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,489.1,502.6,333.8,203.6,859.969642857143,765.1234988772907,201.7,2180.0875,621.1348214285715,580.3832194322329,201.7,2180.0875,763.0416666666666,667.971139902628,195.2,2180.0875,4.463171690694627,2.4422336328626444,0.4598163651093708
2023-02-17,568.1,61.0,2253,2020.0,8850,23,electric_van,road,textiles,north,431.0,2023,2,17,4,1,0,7,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1702.7,299.1,2180.0875,2180.0875,610.1,502.7828789182611,201.7,1702.7,632.4848214285714,574.5569053246298,201.7,2180.0875,704.7387500000001,614.1895063168371,195.2,2180.0875,0.7573361447900193,9.162903225806453,0.1912156166814552
2023-02-18,592.0,441.5,3531,1717.1,7204,21,electric_van,sea,consumer_goods,east,319.3,2023,2,18,5,1,1,7,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,431.0,489.1,644.5,922.9,563.6428571428571,513.9742466218299,201.7,1702.7,615.9919642857143,580.3850861382555,201.7,2180.0875,684.61875,616.6779187131162,195.2,2180.0875,0.5384485666104554,1.3378531073446327,0.09040203850509626
2023-02-19,266.4,59.6,2852,406.0,10446,31,hybrid_truck,rail,consumer_goods,north,245.5,2023,2,19,6,1,1,7,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,319.3,1702.7,201.7,412.3,569.9,509.0768344104206,245.5,1702.7,613.6705357142857,581.9039907593951,201.7,2180.0875,679.05875,619.9610214227289,195.2,2180.0875,0.918100224382947,4.3960396039603955,0.08604977216964599
2023-02-20,972.6,443.6,2438,1092.1,11519,27,electric_van,air,chemicals,east,1689.0,2023,2,20,0,1,0,8,0.8660254037844386,0.5000000000000001,0.0,1.0,245.5,431.0,502.6,523.7,739.3857142857142,658.499937809594,245.5,1702.7,702.2919642857144,645.7549394821199,201.7,2180.0875,717.9020833333333,645.8562673808487,195.2,2180.0875,1.7347986852917008,2.1875843454790824,0.6924969249692496
2023-02-21,797.6,288.0,870,2405.0,3314,23,electric_van,road,food,east,607.8,2023,2,21,1,1,0,8,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1689.0,319.3,299.1,329.6,783.4857142857144,633.9798404486055,245.5,1702.7,712.4205357142857,642.8692504792169,201.7,2180.0875,727.1754166666667,642.0748518196772,195.2,2180.0875,0.7610818933132982,2.759861591695502,0.6978185993111365
2023-02-22,945.5,472.6,2380,1400.9,4134,32,electric_van,road,consumer_goods,south,726.8,2023,2,22,2,1,0,8,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,607.8,245.5,489.1,385.2,817.4428571428572,621.8334901915548,245.5,1702.7,740.9276785714285,633.2742163021787,201.7,2180.0875,738.5620833333334,638.8218308309108,195.2,2180.0875,0.7678816693079767,1.9964104729729728,0.3052498950020999
2023-02-23,905.3,409.5,1352,1252.0,7876,12,diesel_truck,sea,pharmaceuticals,north,618.8,2023,2,23,3,1,0,8,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,726.8,1689.0,1702.7,2180.0875,662.6,484.4250784865168,245.5,1689.0,761.2848214285715,623.6882521883462,201.7,2180.0875,686.5191666666667,578.0406885001971,195.2,2180.0875,0.6827761226966788,2.205359317904994,0.4573540280857354
2023-02-24,638.1,499.1,883,1306.9,11102,34,hybrid_truck,air,consumer_goods,north,2160.8,2023,2,24,4,1,0,8,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,618.8,607.8,431.0,402.0,909.7142857142857,727.0387803241579,245.5,2160.8,759.907142857143,620.325385415758,201.7,2160.8,745.1458333333334,634.6120272095568,195.2,2180.0875,3.381004537631044,1.2759448110377924,2.444343891402715
2023-02-25,929.7,207.8,2431,759.5,11347,18,electric_van,rail,food,north,352.7,2023,2,25,5,1,1,8,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,2160.8,726.8,319.3,1135.8,914.4857142857143,722.6143333493362,245.5,2160.8,739.0642857142858,629.3380828080622,201.7,2160.8,719.0425,634.0945720045945,195.2,2180.0875,0.37896207155904155,4.452586206896552,0.1450246710526316
2023-02-26,179.6,395.2,2992,1111.2,8592,7,electric_van,sea,consumer_goods,west,246.9,2023,2,26,6,1,1,8,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,352.7,618.8,245.5,2180.0875,914.6857142857143,722.3984782850614,246.9,2160.8,742.2928571428572,626.4787349381224,245.5,2160.8,654.6029166666666,576.071538672934,195.2,2180.0875,1.367109634551495,0.45330641090358403,0.08249248245907116
2023-02-27,276.4,230.9,924,1113.6,4724,34,hybrid_truck,air,pharmaceuticals,south,1198.5,2023,2,27,0,1,0,9,0.8660254037844386,0.5000000000000001,0.0,1.0,246.9,2160.8,1689.0,1486.7,844.6142857142856,655.4610678206391,246.9,2160.8,792.0,633.5652452589235,245.5,2160.8,644.99625,563.9932731389739,195.2,2180.0875,4.320475847152127,1.191893057352307,1.2956756756756758
2023-02-28,140.7,265.9,2708,415.2,6343,11,electric_van,road,machinery,south,290.0,2023,2,28,1,1,0,9,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1198.5,352.7,607.8,566.1,799.2142857142857,684.9407697715469,246.9,2160.8,791.35,634.1142602086787,245.5,2160.8,635.7929166666667,567.566512315306,195.2,2180.0875,2.0465772759350744,0.5271637317347321,0.10705057216685124
2023-03-01,392.8,332.4,3749,1988.6,3886,12,diesel_truck,sea,textiles,south,589.5,2023,3,1,2,1,0,9,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,290.0,246.9,726.8,195.2,779.6000000000001,689.3120193352219,246.9,2160.8,798.5214285714285,630.9931112370176,245.5,2160.8,648.93625,561.5452550539444,201.7,2180.0875,1.4969527679024885,1.178164367126575,0.1572
2023-03-02,449.8,443.2,1128,1216.3,3721,16,electric_van,road,pharmaceuticals,west,496.6,2023,3,2,3,1,0,9,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,589.5,1198.5,618.8,242.1,762.1428571428571,695.5819454651939,246.9,2160.8,712.3714285714286,578.1729930480235,245.5,2160.8,657.4195833333334,557.091917171325,201.7,2180.0875,1.1015971606033719,1.0126069338135975,0.4398582816651905
2023-03-03,344.2,492.8,1394,2108.8,10678,12,diesel_truck,road,food,north,1148.0,2023,3,3,4,1,0,9,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,496.6,290.0,2160.8,226.2,617.4571428571428,397.72513480687167,246.9,1198.5,763.5857142857143,583.067080000423,245.5,2160.8,688.1462499999999,557.9082144256341,201.7,2180.0875,3.3256083429895713,0.6970433373835561,0.8229390681003584
2023-03-04,845.9,395.7,3037,2170.8,6357,29,diesel_truck,sea,textiles,north,690.7,2023,3,4,5,1,1,9,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1148.0,589.5,352.7,827.3,665.7428571428571,380.36370689619014,246.9,1198.5,790.1142857142856,569.5911946396195,245.5,2160.8,683.5929166666666,557.2904420172925,201.7,2180.0875,0.815562640217263,2.132341820015125,0.2273535220539829
2023-03-05,421.1,238.0,3564,766.4,3870,7,electric_van,sea,textiles,north,221.8,2023,3,5,6,1,1,9,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,690.7,496.6,246.9,272.1,662.1571428571427,385.0595662021797,221.8,1198.5,788.4214285714286,571.366779921446,221.8,2160.8,681.9162500000001,558.645171674891,201.7,2180.0875,0.525467898602227,1.7619246861924687,0.06221598877980365
2023-03-06,352.8,239.6,2874,1746.2,9751,20,hybrid_truck,sea,food,south,349.3,2023,3,6,0,1,0,10,1.0,6.123233995736766e-17,0.0,1.0,221.8,1148.0,1198.5,550.2,540.8428571428572,315.3889284525976,221.8,1148.0,692.7285714285715,518.6940782515131,221.8,2160.8,675.2195833333334,561.4755021569953,201.7,2180.0875,0.9872809496890899,1.4663341645885288,0.12149565217391305
2023-03-07,588.4,381.9,1097,1339.0,3497,19,diesel_truck,sea,chemicals,south,524.1,2023,3,7,1,1,0,10,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,349.3,690.7,290.0,278.0,574.2857142857143,296.18413995672734,221.8,1148.0,686.75,520.2283843881232,221.8,2160.8,683.4229166666667,557.2538063761663,201.7,2180.0875,0.8892093654563964,1.5366936536954818,0.47732240437158474
2023-03-08,226.8,157.4,3562,2236.3,4756,18,hybrid_truck,sea,electronics,east,342.5,2023,3,8,2,1,0,10,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,524.1,221.8,589.5,448.3,539.0,308.52548246998157,221.8,1148.0,659.3000000000001,528.0328850481831,221.8,2160.8,679.89625,559.1247737107055,201.7,2180.0875,1.5035118525021949,1.4318181818181819,0.09612685938815604
2023-03-09,822.0,99.7,2836,774.6,4117,6,electric_van,road,consumer_goods,west,438.1,2023,3,9,3,1,0,10,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,342.5,349.3,496.6,466.0,530.6428571428571,310.6503922264992,221.8,1148.0,646.3928571428571,531.2974199133603,221.8,2160.8,678.9662500000001,559.5158849085329,201.7,2180.0875,0.5323207776427704,8.162859980139027,0.1544236869933028
2023-03-10,167.1,209.6,1092,1791.2,5828,28,diesel_truck,rail,pharmaceuticals,west,500.5,2023,3,10,4,1,0,10,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,438.1,524.1,1148.0,327.7,438.14285714285717,152.15507283846298,221.8,690.7,527.8,303.892230391479,221.8,1198.5,684.72625,556.6571914341209,201.7,2180.0875,2.9773944080904227,0.7934472934472935,0.4579139981701738
2023-03-11,988.2,179.3,2187,1637.1,4647,23,electric_van,rail,food,south,420.8,2023,3,11,5,1,1,10,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,500.5,342.5,690.7,333.8,399.58571428571435,104.09618034254005,221.8,524.1,532.6642857142857,301.4087528899607,221.8,1198.5,687.62625,554.9900641230647,201.7,2180.0875,0.4253942579862515,5.4808652246256235,0.1923217550274223
2023-03-12,795.0,183.3,1072,949.7,9992,8,hybrid_truck,sea,machinery,east,307.3,2023,3,12,6,1,1,10,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,420.8,438.1,221.8,2180.0875,411.80000000000007,82.54358444685553,307.3,524.1,536.9785714285714,297.40949800820846,221.8,1198.5,625.2,481.83204757359783,201.7,2160.8,0.38605527638190956,4.313619099294628,0.2863932898415657
2023-03-13,278.8,155.1,3925,600.5,9771,26,electric_van,road,automotive,north,356.1,2023,3,13,0,1,0,11,1.0,6.123233995736766e-17,0.0,1.0,307.3,500.5,349.3,644.5,412.7714285714286,81.72137040550786,307.3,524.1,476.8071428571429,231.10093853381224,221.8,1148.0,615.5866666666666,484.30438471840375,201.7,2160.8,1.2726947819871337,1.7860345932094812,0.09070300560366786
2023-03-14,105.0,68.9,2575,1733.6,3142,8,electric_van,rail,food,south,179.9,2023,3,14,1,1,0,11,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,356.1,420.8,524.1,201.7,363.6,104.06771833763791,179.9,500.5,468.9428571428571,239.66169333614272,179.9,1148.0,614.86,484.9627156660677,179.9,2160.8,1.6971698113207547,1.502145922746781,0.06983695652173913
2023-03-15,833.9,58.0,3501,1924.9,5761,23,diesel_truck,rail,consumer_goods,west,796.8,2023,3,15,2,1,0,11,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,179.9,307.3,342.5,502.6,428.5,192.6627018046525,179.9,796.8,483.75,253.67714414495154,179.9,1148.0,624.6666666666666,485.5885503488374,179.9,2160.8,0.9543657923104563,14.133898305084745,0.22752712735579667
2023-03-16,736.2,494.5,2590,994.4,6435,18,electric_van,rail,consumer_goods,west,467.5,2023,3,16,3,1,0,11,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,796.8,356.1,438.1,299.1,432.7,193.2264905924352,179.9,796.8,481.6714285714285,253.6829742583674,179.9,1148.0,630.28,482.6597783689591,179.9,2160.8,0.6341562669560499,1.4857719475277498,0.18043226553454264
2023-03-17,756.1,242.5,2204,1718.6,9622,21,electric_van,road,textiles,west,541.9,2023,3,17,4,1,0,11,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,467.5,179.9,500.5,489.1,438.61428571428576,196.25740265080412,179.9,796.8,438.37857142857143,168.7076633094678,179.9,796.8,632.0400000000001,482.22328824325587,179.9,2160.8,0.7157574957073042,3.105133470225873,0.24575963718820862
2023-03-18,794.1,222.9,2970,1169.3,10069,18,electric_van,sea,textiles,north,267.3,2023,3,18,5,1,1,11,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,541.9,796.8,420.8,1702.7,416.68571428571425,206.86831905483555,179.9,796.8,408.1357142857143,157.57941395784158,179.9,796.8,584.1933333333333,441.84889828938196,179.9,2160.8,0.3361841277826689,3.5466726217061186,0.08996970716930326
2023-03-19,166.6,355.8,676,1869.1,7512,5,diesel_truck,sea,food,west,405.0,2023,3,19,6,1,1,11,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,267.3,467.5,307.3,431.0,430.64285714285717,201.48396013201142,179.9,796.8,421.2214285714286,148.24565464417233,179.9,796.8,583.3266666666666,442.1851125344756,179.9,2160.8,2.416467780429594,0.4669282511210762,0.5982274741506647
2023-03-20,422.6,148.2,1028,738.3,4848,32,hybrid_truck,sea,automotive,north,218.0,2023,3,20,0,1,0,12,1.0,6.123233995736766e-17,0.0,1.0,405.0,541.9,356.1,319.3,410.91428571428565,216.22154863759513,179.9,796.8,411.84285714285716,157.0381909173482,179.9,796.8,579.95,444.6507337225481,179.9,2160.8,0.5146364494806421,2.8324396782841825,0.2118561710398445
2023-03-21,204.3,477.5,2133,2258.5,5696,16,hybrid_truck,air,chemicals,north,2128.1,2023,3,21,1,1,0,12,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,218.0,267.3,179.9,245.5,689.2285714285714,662.5277144248032,218.0,2128.1,526.4142857142857,485.9374173969048,179.9,2128.1,642.7033333333333,521.948807427235,179.9,2160.8,10.36580613735996,0.42695924764890286,0.9972352389878163
2023-03-22,876.8,403.9,1465,932.3,4717,7,electric_van,air,food,north,1440.0,2023,3,22,2,1,0,12,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,2128.1,405.0,796.8,1689.0,781.1142857142856,721.8775367714659,218.0,2128.1,604.8071428571428,539.5536252870883,179.9,2128.1,634.4033333333333,506.48772765425235,179.9,2160.8,1.6404647983595353,2.1654729562855026,0.9822646657571623
2023-03-23,661.0,90.2,2017,1109.1,6072,13,diesel_truck,air,automotive,south,2003.5,2023,3,23,3,1,0,12,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1440.0,218.0,467.5,607.8,1000.5428571428571,835.2119189306447,218.0,2128.1,716.6214285714286,652.6898099151181,179.9,2128.1,680.9266666666666,564.7138444919867,179.9,2160.8,3.0264350453172204,7.24780701754386,0.992814667988107
2023-03-24,397.8,237.9,697,427.8,5786,16,electric_van,road,chemicals,north,323.0,2023,3,24,4,1,0,12,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,2003.5,2128.1,541.9,726.8,969.2714285714285,859.005183752861,218.0,2128.1,703.9428571428572,658.9053132796334,179.9,2128.1,667.4666666666667,568.3831286373131,179.9,2160.8,0.8099297893681043,1.6651318543323566,0.46275071633237824
2023-03-25,157.2,445.6,3157,545.3,6791,13,hybrid_truck,rail,automotive,east,418.6,2023,3,25,5,1,1,12,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,323.0,1440.0,267.3,618.8,990.8857142857142,840.0936781664523,218.0,2128.1,703.7857142857143,658.9782929273547,179.9,2128.1,660.7933333333333,570.146751183463,179.9,2160.8,2.6460176991150446,0.3519928347514554,0.1325522482583914
2023-03-26,379.9,475.1,3389,1434.9,6871,32,diesel_truck,rail,consumer_goods,west,783.3,2023,3,26,6,1,1,12,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,418.6,2003.5,405.0,2160.8,1044.9285714285713,807.6642943580907,218.0,2128.1,737.7857142857143,649.1544012816186,179.9,2128.1,614.8766666666667,495.7992465555567,179.9,2128.1,2.056445261223418,0.797941608905692,0.23106194690265486
2023-03-27,392.7,260.3,1352,888.7,4806,34,hybrid_truck,road,consumer_goods,south,550.2,2023,3,27,0,1,0,13,1.0,6.123233995736766e-17,0.0,1.0,783.3,323.0,218.0,352.7,1092.3857142857144,759.288033683686,323.0,2128.1,751.6499999999999,642.4132407750302,179.9,2128.1,621.4599999999999,493.5038745611799,179.9,2128.1,1.3975107950215901,1.502870264064294,0.4066518847006652
2023-03-28,756.6,326.0,2037,2138.1,4504,12,hybrid_truck,road,consumer_goods,west,971.7,2023,3,28,1,1,0,13,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,550.2,418.6,2128.1,246.9,927.1857142857143,606.8955962617503,323.0,2003.5,808.2071428571428,622.7589995202932,218.0,2128.1,645.62,492.27472873561607,179.9,2128.1,1.2826029567053854,2.313761467889908,0.47679097154072625
2023-03-29,673.8,125.2,2569,332.3,6308,11,diesel_truck,sea,machinery,north,361.3,2023,3,29,2,1,0,13,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,971.7,783.3,1440.0,1198.5,773.0857142857142,591.7423522349676,323.0,2003.5,777.1,634.1452599911402,218.0,2128.1,617.7133333333334,483.5035910670291,179.9,2128.1,0.5354179016004743,5.339144215530903,0.14058365758754865
2023-03-30,898.5,496.0,3683,1134.0,10117,6,diesel_truck,sea,consumer_goods,south,731.3,2023,3,30,3,1,0,13,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,361.3,550.2,2003.5,290.0,591.342857142857,244.12003097617966,323.0,971.7,795.9428571428572,628.128935458668,218.0,2128.1,632.4233333333334,479.8890077732657,179.9,2128.1,0.8130072262367982,1.8078470824949697,0.19850705754614548
2023-03-31,525.0,154.3,1580,1042.2,8048,19,electric_van,air,pharmaceuticals,east,904.3,2023,3,31,4,1,0,13,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,731.3,971.7,323.0,589.5,674.3857142857142,236.3715326103646,361.3,971.7,821.8285714285714,624.3100800435277,218.0,2128.1,642.9166666666666,482.35348111849123,179.9,2128.1,1.7192015209125475,3.3805537669027688,0.5719797596457937
2023-04-01,207.6,474.2,3637,342.5,11263,34,electric_van,air,textiles,north,1048.2,2023,4,1,5,2,1,13,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,904.3,361.3,418.6,496.6,764.3285714285713,242.52552246644083,361.3,1048.2,877.6071428571429,605.5578857730927,218.0,2128.1,661.3033333333333,487.07379139548044,179.9,2128.1,5.024928092042186,0.43686868686868685,0.2881253435953821
